event_type	event_stARrttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ARr_mcintoshcls	ARr_mtwilsoncls	ARr_zurichcls	ARr_penumbrARcls	ARr_compARctnesscls	ARr_noARARclARss	ARr_noARARnum	ARr_numspots	ARr_polARrity	ARr_spotARreARrARw	ARr_spotARreARrARwuncert	ARr_spotARreARrARwunit	ARr_spotARreARrepr	ARr_spotARreARrepruncert
AR	2012-01-07T21:57:37	POINT(804.259 -367.833)	POLYGON((666.3 -532.5,915.9 -532.5,915.9 -230.7,666.3 -230.7,666.3 -532.5))	POLYGON((666.3 -366.9,666.9 -366.3,719.1 -341.1,749.1 -356.1,776.1 -339.3,801.3 -275.1,873.9 -231.3,889.5 -281.1,915.9 -288.3,911.1 -309.9,893.7 -368.1,890.7 -344.7,873.3 -363.3,841.5 -463.5,798.3 -532.5,786.3 -522.3,804.9 -466.5,801.3 -414.3,783.3 -411.9,741.3 -448.5,707.1 -421.5,679.5 -434.7,683.7 -389.7,666.3 -366.9))	POINT(64.079992 -23.785634)	POLYGON((56.45235 -35.128405,88.156922 -30.123559,75.783561 -14.612685,45.189026 -16.286142,56.45235 -35.128405))	POLYGON((48.485254 -24.534759,48.523154 -24.495021,52.850482 -22.699597,56.632332 -23.448899,59.078256 -22.263486,59.672855 -18.258911,67.906859 -15.12618,73.106997 -17.848143,80.323152 -17.844577,81.130931 -19.12898,82.952036 -22.667719,78.628258 -21.458621,75.976229 -22.796173,80.426419 -29.036407,79.801723 -33.800545,74.696382 -33.396265,71.695871 -29.766028,66.553681 -26.625656,63.726308 -26.630126,60.338436 -29.21204,54.789294 -27.731007,52.400939 -28.712287,50.979895 -25.86745,48.485254 -24.534759))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T21:57:37	POINT(-454.948 364.339)	POLYGON((-485.1 337.5,-426.9 337.5,-426.9 397.5,-485.1 397.5,-485.1 337.5))	POLYGON((-485.1 366.9,-484.5 367.5,-429.3 397.5,-429.3 359.7,-467.7 337.5,-485.1 366.9))	POINT(-29.363272 18.605123)	POLYGON((-31.206976 16.983808,-27.101279 16.847582,-27.778167 20.662866,-32.01791 20.808065,-31.206976 16.983808))	POLYGON((-31.576138 18.843652,-31.540258 18.880307,-27.949269 20.668367,-27.497843 18.251842,-29.960705 16.940622,-31.576138 18.843652))	SPoCAR_v1.0_AR_0000004091							null	null	null	null	null		null	null
AR	2012-01-07T21:57:37	POINT(-262.806 286.469)	POLYGON((-324.3 245.1,-227.7 245.1,-227.7 365.1,-324.3 365.1,-324.3 245.1))	POLYGON((-324.3 252.3,-323.7 252.9,-288.3 279.9,-278.1 328.5,-298.5 351.9,-280.5 365.1,-227.7 313.5,-233.7 247.5,-266.1 259.5,-324.3 252.3))	POINT(-16.011753 13.418355)	POLYGON((-19.710706 10.978976,-13.690716 10.86262,-14.171526 18.268631,-20.426179 18.395967,-19.710706 10.978976))	POLYGON((-19.741881 11.415383,-19.706413 11.450926,-17.586221 13.047504,-17.183712 16.032748,-18.640672 17.52444,-17.561535 18.332118,-13.928654 15.043932,-14.066256 11.013781,-16.111011 11.776639,-19.741881 11.415383))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-07T21:57:37	POINT(689.484 365.137)	POLYGON((620.7 333.9,736.5 333.9,736.5 405.9,620.7 405.9,620.7 333.9))	POLYGON((620.7 404.1,621.3 404.7,709.5 389.7,735.9 341.1,678.9 335.7,620.7 404.1))	POINT(48.392294 19.467071)	POLYGON((41.604389 17.178333,52.244503 17.705036,54.573908 22.401847,43.111066 21.811897,41.604389 17.178333))	POLYGON((43.066677 21.693784,43.134325 21.735622,51.085821 21.170425,52.377023 18.16253,46.706843 17.532044,43.066677 21.693784))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-07T21:57:37	POINT(557.682 352.275)	POLYGON((494.1 322.5,597.3 322.5,597.3 385.5,494.1 385.5,494.1 322.5))	POLYGON((494.1 379.5,494.7 380.1,565.5 385.5,595.5 343.5,570.3 324.3,540.3 325.5,525.9 365.7,494.1 379.5))	POINT(36.840073 18.123882)	POLYGON((31.684606 16.067152,39.507536 16.376145,40.637738 20.390046,32.506404 20.058422,31.684606 16.067152))	POLYGON((32.417285 19.673044,32.470742 19.713171,38.0296 20.276875,39.700535 17.694075,37.403988 16.39915,35.125254 16.382164,34.601935 18.880721,32.417285 19.673044))	SPoCAR_v1.0_AR_0000004094							null	null	null	null	null		null	null
AR	2012-01-07T21:57:37	POINT(-905.907 331.568)	POLYGON((-918.3 318.3,-893.7 318.3,-893.7 352.5,-918.3 352.5,-918.3 318.3))	POLYGON((-918.3 322.5,-917.7 323.1,-894.3 352.5,-905.7 320.7,-918.3 322.5))	POINT(-79.422252 19.216963)	POLYGON((-83.412307 18.653282,-74.315314 18.05494,-77.687167 20.417984,-88.266243 20.933112,-83.412307 18.653282))	POLYGON((-84.554645 18.991182,-84.208756 19.005557,-77.892189 20.431476,-78.004114 18.444956,-84.554645 18.991182))	SPoCAR_v1.0_AR_0000004093							null	null	null	null	null		null	null
AR	2012-01-08T01:57:37	POINT(817.699 -363.984)	POLYGON((671.1 -525.3,922.5 -525.3,922.5 -225.9,671.1 -225.9,671.1 -525.3))	POLYGON((671.1 -411.3,671.7 -410.7,697.5 -413.7,704.7 -363.3,741.9 -341.7,777.3 -360.9,814.5 -318.3,819.9 -279.9,835.5 -282.3,865.5 -234.9,882.9 -225.9,909.3 -239.7,906.3 -291.9,921.3 -298.5,913.5 -315.3,908.7 -297.9,897.9 -308.7,872.1 -417.9,803.1 -524.1,809.1 -417.9,776.1 -452.1,738.3 -451.5,726.3 -426.3,696.9 -447.9,671.1 -411.3))	POINT(65.81287 -23.451209)	POLYGON((56.549567 -34.630953,88.176273 -29.608504,77.122228 -14.243619,45.521149 -15.994838,56.549567 -34.630953))	POLYGON((50.546862 -27.29029,50.583763 -27.249704,53.394948 -27.305914,52.153403 -24.142689,55.286454 -22.62451,60.182315 -23.572189,63.023228 -20.745262,62.152505 -18.424757,64.3267 -18.448473,66.762093 -15.41886,69.146402 -14.733113,74.808658 -15.223313,77.791152 -18.228795,83.814819 -18.256172,82.827871 -19.360377,79.030646 -18.521476,77.039277 -19.31418,83.25172 -25.854668,79.603512 -33.228656,68.080868 -26.778997,65.468379 -29.175288,60.146252 -29.430712,57.233285 -27.928621,54.953297 -29.465006,50.546862 -27.29029))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-08T01:57:37	POINT(-885.972 343.924)	POLYGON((-917.1 293.7,-854.1 293.7,-854.1 404.1,-917.1 404.1,-917.1 293.7))	POLYGON((-917.1 299.7,-916.5 300.3,-863.1 399.3,-863.7 357.9,-899.7 297.9,-917.1 299.7))	POINT(-74.512084 19.665788)	POLYGON((-79.030999 16.835325,-65.40306 15.96243,-72.330163 23.357846,-88.052942 23.705754,-79.030999 16.835325))	POLYGON((-79.73046 17.252241,-79.565909 17.278454,-74.061669 23.160853,-70.548605 20.290559,-74.254908 16.781767,-79.73046 17.252241))	SPoCAR_v1.0_AR_0000004093							null	null	null	null	null		null	null
AR	2012-01-08T01:57:37	POINT(-191.784 289.448)	POLYGON((-276.9 231.9,-97.5 231.9,-97.5 371.7,-276.9 371.7,-276.9 231.9))	POLYGON((-276.9 291.3,-276.3 291.9,-251.1 371.7,-227.1 342.3,-197.1 336.3,-161.7 280.5,-135.3 285.9,-107.7 331.5,-97.5 251.1,-111.3 233.1,-156.3 271.5,-194.1 247.5,-221.7 260.7,-252.9 253.5,-276.9 291.3))	POINT(-11.616169 13.511768)	POLYGON((-16.686192 10.101459,-5.799038 9.958398,-6.027525 18.569607,-17.370605 18.727891,-16.686192 10.101459))	POLYGON((-16.917754 13.714173,-16.882675 13.750265,-15.704208 18.695206,-14.017732 16.816838,-12.109055 16.412837,-9.750903 12.940953,-8.157353 13.254155,-6.569352 16.052402,-5.821119 11.117547,-6.624931 10.036694,-9.401492 12.388147,-11.643118 10.959548,-13.367244 11.784587,-15.269155 11.37981,-16.917754 13.714173))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-08T01:57:37	POINT(505.024 338.506)	POLYGON((441.3 293.1,556.5 293.1,556.5 368.1,441.3 368.1,441.3 293.1))	POLYGON((441.3 353.7,441.9 354.3,455.1 364.5,495.3 350.7,517.5 368.1,551.7 351.9,555.9 323.7,531.9 296.1,441.3 353.7))	POINT(32.665734 17.083882)	POLYGON((27.69114 14.102452,35.943849 14.398065,37.000958 19.113953,28.434893 18.796079,27.69114 14.102452))	POLYGON((28.270582 17.883027,28.319415 17.922323,29.373163 18.599779,32.107219 17.826918,33.998407 18.994208,36.366342 18.066476,36.2825 16.301583,34.144873 14.512194,28.270582 17.883027))	SPoCAR_v1.0_AR_0000004090							null	null	null	null	null		null	null
AR	2012-01-08T01:57:37	POINT(717.247 375.531)	POLYGON((663.9 334.5,767.1 334.5,767.1 439.5,663.9 439.5,663.9 334.5))	POLYGON((663.9 417.9,664.5 418.5,690.9 439.5,693.9 405.9,711.9 388.5,754.5 413.1,767.1 377.1,755.1 346.5,734.7 357.3,711.9 331.5,699.9 340.5,663.9 417.9))	POINT(51.439025 20.274074)	POLYGON((45.325454 17.376965,55.550212 17.913412,59.924889 24.891072,48.11455 24.232992,45.325454 17.376965))	POLYGON((47.416304 22.786171,47.492664 22.829018,50.874904 24.378018,50.004918 22.143256,51.290365 21.093385,56.986324 22.994482,57.016917 20.683485,54.582584 18.611172,52.710884 19.188058,49.717057 17.410524,48.773728 17.924265,47.416304 22.786171))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-08T06:57:37	POINT(-151.653 289.998)	POLYGON((-237.9 243.9,-43.5 243.9,-43.5 374.7,-237.9 374.7,-237.9 243.9))	POLYGON((-237.9 290.1,-237.3 290.7,-209.1 312.9,-222.9 359.1,-209.1 374.7,-159.9 340.5,-132.3 284.1,-103.5 280.5,-80.7 306.3,-65.1 302.1,-43.5 278.1,-65.7 247.5,-121.5 272.1,-161.1 243.9,-189.3 259.5,-219.3 251.1,-237.9 290.1))	POINT(-9.1606426 13.492769)	POLYGON((-14.312078 10.760347,-2.589345 10.643349,-2.68757 18.719249,-14.872744 18.848073,-14.312078 10.760347))	POLYGON((-14.46869 13.573431,-14.433658 13.609601,-12.764743 14.948501,-13.832549 17.845051,-13.035285 18.817335,-9.808852 16.622341,-7.970871 13.119667,-6.22182 12.884906,-4.880178 14.458363,-3.930455 14.194806,-2.608951 12.719384,-3.915449 10.866023,-7.294863 12.381253,-9.633775 10.694342,-11.379667 11.660494,-13.190817 11.177642,-14.46869 13.573431))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-08T06:57:37	POINT(824.17 -364.208)	POLYGON((715.5 -515.1,913.5 -515.1,913.5 -224.7,715.5 -224.7,715.5 -515.1))	POLYGON((715.5 -445.5,716.1 -444.9,717.3 -371.1,764.7 -344.7,785.7 -357.3,804.3 -348.3,837.3 -315.9,875.7 -233.7,900.9 -224.7,913.5 -244.5,896.1 -337.5,821.7 -514.5,813.9 -504.3,840.3 -447.3,831.9 -422.7,815.7 -417.9,778.5 -458.7,743.7 -432.9,715.5 -445.5))	POINT(66.818134 -23.416945)	POLYGON((61.607965 -33.666696,88.183451 -29.367477,74.9025 -14.315833,49.462248 -15.752665,61.607965 -33.666696))	POLYGON((56.989898 -29.214735,57.028212 -29.173128,53.76326 -24.570243,57.971841 -22.684051,61.078611 -23.307268,63.078624 -22.628126,66.125664 -20.428392,68.298576 -15.264219,72.300662 -14.477047,76.078554 -15.441812,79.44585 -20.964406,84.686558 -32.248478,79.123584 -31.892066,77.474693 -28.150417,72.66391 -26.827999,69.209444 -26.721842,66.372928 -29.572332,59.73069 -28.23972,56.989898 -29.214735))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-08T06:57:37	POINT(736.73 366.674)	POLYGON((669.9 273.3,788.1 273.3,788.1 422.1,669.9 422.1,669.9 273.3))	POLYGON((669.9 405.3,670.5 405.9,704.1 422.1,738.3 384.9,768.9 416.7,787.5 405.3,737.7 329.7,748.5 282.9,727.5 275.7,731.7 333.3,669.9 405.3))	POINT(53.208518 19.794487)	POLYGON((44.776473 13.556888,56.23921 14.157759,61.875593 23.85834,48.124771 23.080587,44.776473 13.556888))	POLYGON((47.609905 21.965543,47.685366 22.008114,51.615297 23.26564,53.986222 20.997104,58.961388 23.331912,60.878967 22.707815,52.248074 17.41853,52.249791 14.525409,50.039911 13.96733,51.726719 17.615035,47.609905 21.965543))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-08T06:57:37	POINT(525.766 335.125)	POLYGON((465.9 291.3,593.1 291.3,593.1 387.3,465.9 387.3,465.9 291.3))	POLYGON((465.9 366.9,466.5 367.5,480.3 387.3,500.1 345.9,549.3 332.7,584.7 345.9,590.7 312.9,554.7 291.9,465.9 366.9))	POINT(34.154113 16.910171)	POLYGON((29.372178 14.02679,38.72974 14.384656,40.314593 20.459748,30.444519 20.064263,29.372178 14.02679))	POLYGON((30.174043 18.759148,30.224926 18.798854,31.500997 20.10197,32.393948 17.517268,35.897739 16.827776,38.862964 17.776709,38.833325 15.72046,35.791302 14.29991,30.174043 18.759148))	SPoCAR_v1.0_AR_0000004090							null	null	null	null	null		null	null
AR	2012-01-08T06:57:37	POINT(-873.12 351.576)	POLYGON((-912.3 295.5,-839.1 295.5,-839.1 413.7,-912.3 413.7,-912.3 295.5))	POLYGON((-912.3 301.5,-911.7 302.1,-848.1 413.1,-839.1 387.3,-858.9 344.7,-893.7 296.7,-912.3 301.5))	POINT(-72.071029 19.982693)	POLYGON((-77.564166 16.845347,-63.255685 15.932689,-69.920831 23.817137,-87.993077 24.316471,-77.564166 16.845347))	POLYGON((-78.163023 17.255853,-78.022426 17.283652,-71.811765 23.900868,-67.887811 21.984115,-68.739091 19.335648,-72.75938 16.604681,-78.163023 17.255853))	SPoCAR_v1.0_AR_0000004093							null	null	null	null	null		null	null
AR	2012-01-08T10:57:37	POINT(833.538 -368.936)	POLYGON((712.5 -467.1,915.3 -467.1,915.3 -233.7,712.5 -233.7,712.5 -467.1))	POLYGON((712.5 -411.9,713.1 -411.3,738.9 -401.1,752.1 -361.5,810.9 -360.3,891.9 -225.3,915.3 -272.1,900.3 -351.3,857.7 -444.3,819.3 -467.1,791.7 -443.7,767.1 -451.5,758.7 -432.3,737.7 -441.9,712.5 -411.9))	POINT(68.630188 -23.617437)	POLYGON((57.880216 -30.613336,88.369154 -26.991946,75.839496 -14.806533,49.369175 -16.312392,57.880216 -30.613336))	POLYGON((54.969519 -27.134405,55.008627 -27.09353,57.473517 -26.30537,57.219286 -23.792703,64.629849 -23.304642,70.672573 -14.619328,78.609112 -16.970075,82.904261 -21.616189,82.73732 -27.626081,74.871142 -29.634493,67.281562 -28.533018,64.106219 -29.231875,61.651989 -28.104406,59.507946 -28.853041,54.969519 -27.134405))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-08T10:57:37	POINT(555.839 355.552)	POLYGON((468.9 288.3,661.5 288.3,661.5 404.1,468.9 404.1,468.9 288.3))	POLYGON((468.9 402.3,469.5 402.9,539.1 393.3,547.5 363.3,578.1 357.3,596.1 332.1,627.9 342.9,635.1 380.1,659.1 363.9,657.3 348.9,587.7 288.3,571.5 320.1,518.1 347.7,483.3 312.3,489.9 364.5,468.9 402.3))	POINT(36.73682 18.278704)	POLYGON((29.553014 13.833115,44.281163 14.438732,46.769183 21.833281,30.904801 21.141789,29.553014 13.833115))	POLYGON((30.877704 21.025013,30.931006 21.065518,36.063701 20.646927,36.211574 18.745469,38.522455 18.4643,39.550492 16.930074,42.359002 17.732019,43.750658 20.146697,45.520461 19.205059,45.027685 18.235697,38.267724 14.166702,37.428083 16.092711,33.746115 17.665924,30.79338 15.353303,31.885719 18.65317,30.877704 21.025013))	SPoCAR_v1.0_AR_0000004090							null	null	null	null	null		null	null
AR	2012-01-08T10:57:37	POINT(758.877 372.989)	POLYGON((690.3 272.7,814.5 272.7,814.5 437.7,690.3 437.7,690.3 272.7))	POLYGON((690.3 405.3,690.9 405.9,730.5 437.7,757.5 384.9,785.1 411.9,812.7 413.7,765.9 323.7,773.1 280.5,753.9 275.7,748.5 345.3,690.3 405.3))	POINT(55.883129 20.33515)	POLYGON((46.550738 13.594286,59.304686 14.288181,67.167643 25.203133,50.729952 24.226865,46.550738 13.594286))	POLYGON((49.610064 22.057948,49.689541 22.100877,55.194107 24.475342,56.166975 21.110524,60.884403 23.126843,65.120491 23.504941,55.08752 17.191149,54.759236 14.505319,52.644268 14.094869,53.816109 18.469892,49.610064 22.057948))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-08T10:57:37	POINT(-860.555 357.989)	POLYGON((-905.1 254.1,-824.1 254.1,-824.1 441.9,-905.1 441.9,-905.1 254.1))	POLYGON((-905.1 304.5,-904.5 305.1,-900.9 335.1,-864.3 366.9,-836.1 441.9,-824.1 424.5,-826.5 351.9,-867.9 336.3,-896.1 254.1,-905.1 304.5))	POINT(-69.911516 20.242398)	POLYGON((-72.790055 13.989821,-59.997574 13.194454,-69.374166 25.621909,-87.84919 25.941526,-72.790055 13.989821))	POLYGON((-76.202405 17.308032,-76.083367 17.337319,-78.009333 19.334222,-71.338535 20.899329,-72.004116 25.7937,-67.879751 24.383283,-63.79561 19.471899,-69.914088 18.877737,-70.926676 13.869582,-76.202405 17.308032))	SPoCAR_v1.0_AR_0000004093							null	null	null	null	null		null	null
AR	2012-01-08T10:57:37	POINT(-134.768 293.663)	POLYGON((-207.9 238.5,-19.5 238.5,-19.5 375.9,-207.9 375.9,-207.9 238.5))	POLYGON((-207.9 291.9,-207.3 292.5,-206.7 334.5,-171.3 375.9,-150.3 345.3,-119.7 341.1,-84.3 285.9,-38.1 309.3,-19.5 279.3,-27.9 244.5,-95.1 273.3,-123.9 245.1,-159.3 257.7,-197.1 238.5,-207.9 291.9))	POINT(-8.1400982 13.688867)	POLYGON((-12.460086 10.387377,-1.159118 10.295996,-1.20481 18.773585,-12.963727 18.874554,-12.460086 10.387377))	POLYGON((-12.614804 13.636241,-12.579769 13.672503,-12.699177 16.269364,-10.649328 18.841534,-9.228156 16.897669,-7.326552 16.6162,-5.07052 13.18904,-2.30347 14.613971,-1.169448 12.771135,-1.660507 10.659007,-5.70469 12.423903,-7.395483 10.726202,-9.55224 11.510686,-11.802727 10.377941,-12.614804 13.636241))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-08T10:57:37	POINT(-386.762 -302.79)	POLYGON((-414.3 -347.1,-354.9 -347.1,-354.9 -277.5,-414.3 -277.5,-414.3 -347.1))	POLYGON((-414.3 -284.1,-413.7 -283.5,-380.1 -279.3,-356.7 -347.1,-384.3 -339.3,-414.3 -284.1))	POINT(-25.110435 -21.455109)	POLYGON((-27.624726 -24.136091,-23.422039 -24.250103,-22.67837 -19.967179,-26.733467 -19.859399,-27.624726 -24.136091))	POLYGON((-26.807706 -20.260713,-26.759149 -20.225387,-24.401667 -20.033341,-23.547455 -24.24696,-25.382141 -23.711312,-26.807706 -20.260713))	SPoCAR_v1.0_AR_0000004098							null	null	null	null	null		null	null
AR	2012-01-08T14:57:37	POINT(-851.475 350.393)	POLYGON((-905.7 243.9,-804.3 243.9,-804.3 440.7,-905.7 440.7,-905.7 243.9))	POLYGON((-905.7 335.1,-905.1 335.7,-871.5 351.9,-815.7 440.7,-806.1 426.3,-805.5 354.3,-852.9 334.5,-872.1 251.7,-889.5 245.1,-905.7 335.1))	POINT(-67.733853 19.617183)	POLYGON((-72.400441 13.339024,-57.397443 12.414185,-65.601308 25.294234,-87.836497 25.864034,-72.400441 13.339024))	POLYGON((-79.817641 19.452628,-79.656243 19.479346,-71.72888 19.970458,-67.626411 25.423753,-64.877801 24.303285,-60.937379 19.440529,-67.090979 18.57838,-66.610903 13.443273,-69.298163 13.212111,-79.817641 19.452628))	SPoCAR_v1.0_AR_0000004093							null	null	null	null	null		null	null
AR	2012-01-08T14:57:37	POINT(618.214 334.435)	POLYGON((559.5 287.1,684.3 287.1,684.3 378.9,559.5 378.9,559.5 287.1))	POLYGON((559.5 324.9,560.1 325.5,600.3 361.5,642.9 353.1,675.3 378.9,684.3 352.5,659.7 302.7,620.1 287.1,559.5 324.9))	POINT(41.39205 17.144765)	POLYGON((36.092928 13.988309,46.249693 14.448555,48.239464 20.282394,37.412802 19.769807,36.092928 13.988309))	POLYGON((36.564968 16.340458,36.619332 16.379998,40.396909 18.798028,43.843157 18.429471,47.381392 20.238107,47.568525 18.576909,44.357661 15.31559,40.816512 14.190811,36.564968 16.340458))	SPoCAR_v1.0_AR_0000004090							null	null	null	null	null		null	null
AR	2012-01-08T14:57:37	POINT(776.627 379.875)	POLYGON((717.3 326.1,832.5 326.1,832.5 437.1,717.3 437.1,717.3 326.1))	POLYGON((717.3 366.9,717.9 367.5,720.9 407.1,759.3 437.1,785.1 393.9,831.3 403.5,829.5 360.9,787.5 326.1,741.9 368.7,723.3 354.3,717.3 366.9))	POINT(58.273819 20.90304)	POLYGON((50.103075 17.056917,63.507971 17.829458,70.676114 25.384917,53.638999 24.337415,50.103075 17.056917))	POLYGON((51.171678 19.675875,51.250533 19.718158,52.861339 22.339744,58.730532 24.633365,59.981612 21.902442,67.604038 22.995303,64.694765 20.088495,57.630736 17.476635,53.823342 19.936077,51.425669 18.893737,51.171678 19.675875))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-08T14:57:37	POINT(-107.663 298.25)	POLYGON((-165.3 245.1,-28.5 245.1,-28.5 374.1,-165.3 374.1,-165.3 245.1))	POLYGON((-165.3 286.5,-164.7 287.1,-144.9 311.1,-138.9 361.5,-116.1 374.1,-28.5 275.7,-55.5 270.9,-76.5 246.3,-110.1 257.1,-144.3 245.1,-165.3 286.5))	POINT(-6.5019166 13.937984)	POLYGON((-9.888853 10.733881,-1.696336 10.677122,-1.75966 18.64236,-10.263716 18.704705,-9.888853 10.733881))	POLYGON((-9.983155 13.252089,-9.948053 13.288386,-8.798598 14.750403,-8.569696 17.889415,-7.187505 18.672014,-1.70774 12.534245,-3.323303 12.246692,-4.558786 10.760372,-6.583819 11.427678,-8.62172 10.719881,-9.983155 13.252089))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-08T14:57:37	POINT(842.474 -369.862)	POLYGON((757.5 -462.9,923.7 -462.9,923.7 -235.5,757.5 -235.5,757.5 -462.9))	POLYGON((757.5 -438.9,758.1 -438.3,759.3 -380.7,847.5 -342.3,868.5 -284.1,922.5 -235.5,904.5 -348.9,838.5 -462.9,785.7 -449.7,777.3 -431.1,757.5 -438.9))	POINT(70.240603 -23.586645)	POLYGON((63.559117 -30.030003,88.404049 -26.57399,78.111676 -14.776,53.7705 -16.210221,63.559117 -30.030003))	POLYGON((61.91541 -28.532278,61.95809 -28.490428,58.933058 -24.929214,69.242673 -21.906494,69.443354 -18.281609,77.781982 -14.79704,84.489759 -21.365608,79.386296 -29.077864,66.808922 -28.965125,64.162744 -27.893026,61.91541 -28.532278))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-08T19:57:37	POINT(718.92 365.462)	POLYGON((548.1 283.5,848.7 283.5,848.7 433.5,548.1 433.5,548.1 283.5))	POLYGON((548.1 302.7,548.7 303.3,570.3 393.9,596.1 388.5,613.5 361.5,670.5 344.7,708.3 418.5,737.1 404.1,777.9 433.5,801.3 394.5,846.9 399.3,848.1 353.1,824.1 335.1,761.1 366.3,725.7 357.9,653.7 283.5,639.9 328.5,594.3 345.3,567.9 329.7,558.9 294.3,548.1 302.7))	POINT(51.289663 19.577411)	POLYGON((35.196798 13.713326,64.184779 15.226232,74.196191 25.375826,37.575605 23.280227,35.196798 13.713326))	POLYGON((35.412851 14.901406,35.465014 14.940493,38.557264 20.759178,40.576524 20.504061,41.490948 18.83122,46.114252 17.997943,51.912305 23.012426,54.540458 22.227817,61.05265 24.526951,62.240128 22.068395,70.284284 22.890671,67.29713 19.751775,62.680498 18.330763,55.889408 19.888947,51.768198 19.125662,43.537002 14.079711,43.105637 16.838324,39.614311 17.726885,37.277594 16.650881,36.127251 14.413466,35.412851 14.901406))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-08T19:57:37	POINT(-841.102 352.249)	POLYGON((-897.9 239.7,-787.5 239.7,-787.5 460.5,-897.9 460.5,-897.9 239.7))	POLYGON((-897.9 321.3,-897.3 321.9,-892.5 344.1,-856.5 359.1,-803.1 457.5,-788.1 356.7,-837.9 336.9,-857.7 252.3,-887.7 241.5,-878.1 290.7,-897.9 321.3))	POINT(-66.074482 19.620157)	POLYGON((-70.632107 12.962643,-55.441083 12.035622,-64.274674 26.51401,-87.719101 27.064162,-70.632107 12.962643))	POLYGON((-75.650945 18.306016,-75.538538 18.335898,-76.317114 19.77788,-69.189479 20.252721,-66.711926 26.469906,-58.775734 19.451278,-64.791132 18.574743,-64.439557 13.335309,-68.834412 12.95619,-69.264093 15.990675,-75.650945 18.306016))	SPoCAR_v1.0_AR_0000004093							null	null	null	null	null		null	null
AR	2012-01-08T19:57:37	POINT(-39.4648 288.242)	POLYGON((-137.1 227.7,74.1 227.7,74.1 373.5,-137.1 373.5,-137.1 227.7))	POLYGON((-137.1 255.9,-136.5 256.5,-134.1 294.9,-100.5 316.5,-99.9 355.5,-77.1 373.5,-6.9 291.3,28.5 293.7,36.3 335.1,50.7 331.5,74.1 278.7,55.5 227.7,1.5 273.3,-37.5 245.1,-74.7 260.7,-109.5 240.3,-137.1 255.9))	POINT(-2.3722042 13.279446)	POLYGON((-8.160558 9.643804,4.399536 9.615448,4.578006 18.592681,-8.494174 18.62409,-8.160558 9.643804))	POLYGON((-8.206222 11.346829,-8.171104 11.382854,-8.100777 13.723899,-6.098102 15.037144,-6.137712 17.467712,-4.763805 18.593747,-0.414957 13.463443,1.715274 13.612264,2.211203 16.171716,3.085659 15.950491,4.446986 12.704764,3.293705 9.610335,0.089809 12.363509,-2.232118 10.655685,-4.464492 11.609377,-6.524724 10.388483,-8.206222 11.346829))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
