event_type	event_stARrttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ARr_mcintoshcls	ARr_mtwilsoncls	ARr_zurichcls	ARr_penumbrARcls	ARr_compARctnesscls	ARr_noARARclARss	ARr_noARARnum	ARr_numspots	ARr_polARrity	ARr_spotARreARrARw	ARr_spotARreARrARwuncert	ARr_spotARreARrARwunit	ARr_spotARreARrepr	ARr_spotARreARrepruncert
AR	2012-01-06T16:57:37	POINT(-657.575 348.184)	POLYGON((-678.3 320.1,-633.3 320.1,-633.3 378.9,-678.3 378.9,-678.3 320.1))	POLYGON((-678.3 344.7,-677.7 345.3,-633.3 377.1,-665.1 320.1,-678.3 344.7))	POINT(-45.080384 18.327383)	POLYGON((-46.358663 16.634267,-42.445454 16.455311,-43.6122 20.201018,-47.721416 20.394566,-46.358663 16.634267))	POLYGON((-46.880146 18.193679,-46.83845 18.229303,-43.571289 20.084665,-45.181173 16.57913,-46.880146 18.193679))	SPoCAR_v1.0_AR_0000004072							null	null	null	null	null		null	null
AR	2012-01-06T20:57:37	POINT(492.532 402.481)	POLYGON((456.9 360.3,530.1 360.3,530.1 437.7,456.9 437.7,456.9 360.3))	POLYGON((456.9 401.7,457.5 402.3,504.3 435.9,530.1 391.5,515.7 360.3,456.9 401.7))	POINT(32.677561 21.248274)	POLYGON((29.472361 18.453665,34.861494 18.643587,36.261757 23.670566,30.588228 23.461363,29.472361 18.453665))	POLYGON((30.020767 21.105961,30.073383 21.146285,34.179261 23.472212,35.366797 20.644062,33.773222 18.602973,30.020767 21.105961))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-06T20:57:37	POINT(-445.739 273.421)	POLYGON((-499.5 232.5,-374.1 232.5,-374.1 320.1,-499.5 320.1,-499.5 232.5))	POLYGON((-499.5 258.3,-498.9 258.9,-446.1 320.1,-421.5 285.9,-375.9 290.7,-380.1 267.3,-420.9 275.1,-441.3 232.5,-499.5 258.3))	POINT(-27.854578 13.021237)	POLYGON((-31.272374 10.650256,-22.851738 10.401205,-23.387443 15.763243,-32.064912 16.02894,-31.272374 10.650256))	POLYGON((-31.467025 12.217864,-31.42954 12.253028,-28.278321 15.903628,-26.303055 13.737525,-23.297245 13.948927,-23.426671 12.523009,-26.184312 13.073994,-27.281244 10.523302,-31.467025 12.217864))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-06T20:57:37	POINT(-660.323 -318.632)	POLYGON((-687.9 -339.9,-642.9 -339.9,-642.9 -300.3,-687.9 -300.3,-687.9 -339.9))	POLYGON((-687.9 -324.9,-687.3 -324.3,-676.5 -302.1,-651.3 -300.3,-648.3 -339.3,-687.9 -324.9))	POINT(-46.512721 -21.520256)	POLYGON((-49.671252 -22.702745,-45.502637 -22.889011,-44.535888 -20.472622,-48.56871 -20.29458,-49.671252 -22.702745))	POLYGON((-49.230932 -21.787271,-49.157016 -21.753354,-47.564012 -20.451027,-45.26767 -20.44122,-45.970793 -22.831203,-49.230932 -21.787271))	SPoCAR_v1.0_AR_0000004068							null	null	null	null	null		null	null
AR	2012-01-06T20:57:37	POINT(-630.246 348.774)	POLYGON((-653.1 325.5,-600.9 325.5,-600.9 376.5,-653.1 376.5,-653.1 325.5))	POLYGON((-653.1 354.3,-652.5 354.9,-602.1 376.5,-623.1 332.7,-644.7 330.3,-653.1 354.3))	POINT(-42.707179 18.242998)	POLYGON((-44.228999 16.857737,-39.864742 16.665508,-40.78095 19.909212,-45.317154 20.114225,-44.228999 16.857737))	POLYGON((-44.809563 18.686298,-44.769274 18.722191,-40.881342 19.913562,-41.806286 17.197386,-43.592764 17.127533,-44.809563 18.686298))	SPoCAR_v1.0_AR_0000004072							null	null	null	null	null		null	null
AR	2012-01-06T20:57:37	POINT(730.597 -376.097)	POLYGON((530.1 -531.9,902.1 -531.9,902.1 -220.5,530.1 -220.5,530.1 -531.9))	POLYGON((530.1 -369.3,530.7 -368.7,560.7 -348.3,647.1 -339.9,719.7 -220.5,755.7 -247.5,723.3 -314.7,720.9 -360.3,736.5 -377.1,764.7 -372.3,770.7 -323.1,806.1 -315.3,831.3 -260.1,896.7 -272.1,900.9 -291.3,861.9 -350.7,862.5 -392.1,807.3 -447.9,776.1 -530.7,724.5 -506.7,719.1 -449.1,672.3 -402.3,635.1 -427.5,597.9 -434.1,567.9 -412.5,540.9 -432.3,530.1 -369.3))	POINT(55.340414 -24.713881)	POLYGON((41.838356 -35.669001,88.188291 -30.477018,72.293137 -14.173636,34.286134 -16.015777,41.838356 -35.669001))	POLYGON((36.728444 -25.086208,36.763169 -25.046983,38.728372 -23.689347,45.878978 -22.872717,49.734815 -15.38306,53.828656 -16.816886,52.392916 -21.00509,53.676871 -23.794726,56.039244 -24.742806,59.112717 -24.280661,57.76479 -21.258684,61.746188 -20.564439,62.866614 -17.110892,73.996987 -17.207936,76.300792 -18.249906,72.3673 -22.181006,76.27028 -24.584557,70.236764 -28.570918,73.505777 -34.016543,62.104267 -32.98094,57.543551 -29.334726,50.264225 -26.634335,47.565726 -28.38966,44.3077 -28.960955,40.954133 -27.691001,39.218653 -29.045241,36.728444 -25.086208))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T01:57:37	POINT(-632.64 -312.634)	POLYGON((-660.9 -344.1,-611.1 -344.1,-611.1 -292.5,-660.9 -292.5,-660.9 -344.1))	POLYGON((-660.9 -297.9,-660.3 -297.3,-624.9 -293.1,-612.9 -344.1,-660.9 -297.9))	POINT(-43.935977 -21.276639)	POLYGON((-47.258822 -23.091195,-42.835379 -23.281594,-41.688667 -20.128648,-45.940638 -19.948458,-47.258822 -23.091195))	POLYGON((-46.065225 -20.27513,-45.998026 -20.241157,-42.851081 -20.117667,-42.989908 -23.275199,-46.065225 -20.27513))	SPoCAR_v1.0_AR_0000004068							null	null	null	null	null		null	null
AR	2012-01-07T01:57:37	POINT(519.463 395.961)	POLYGON((493.5 363.3,556.5 363.3,556.5 423.3,493.5 423.3,493.5 363.3))	POLYGON((493.5 401.1,494.1 401.7,506.1 423.3,545.7 407.1,556.5 392.7,545.7 363.3,521.7 383.1,500.7 380.1,493.5 401.1))	POINT(34.616159 20.882271)	POLYGON((32.160532 18.714639,36.943071 18.89535,38.087697 22.78576,33.101983 22.590776,32.160532 18.714639))	POLYGON((32.723368 21.141843,32.778374 21.182409,34.072762 22.626888,36.878359 21.68705,37.464154 20.785467,36.101415 18.861983,34.572916 20.058696,32.936095 19.80694,32.723368 21.141843))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-07T01:57:37	POINT(744.301 -381.04)	POLYGON((558.9 -542.7,906.3 -542.7,906.3 -220.5,558.9 -220.5,558.9 -542.7))	POLYGON((558.9 -423.3,559.5 -422.7,579.3 -355.5,597.9 -338.7,643.5 -353.7,668.7 -344.1,744.3 -223.5,786.3 -226.5,746.1 -322.5,752.7 -378.9,781.5 -366.3,797.1 -318.9,818.1 -321.3,818.7 -350.7,833.7 -353.7,845.7 -312.9,831.3 -274.5,866.7 -252.9,875.1 -285.3,905.7 -287.7,872.7 -342.3,870.9 -390.3,829.5 -435.9,791.7 -516.3,743.1 -542.1,726.9 -515.1,733.5 -455.7,695.1 -408.3,611.7 -443.7,594.3 -422.1,558.9 -423.3))	POINT(57.107527 -24.953027)	POLYGON((45.164674 -36.310445,88.136371 -30.863814,73.126072 -14.131524,36.428633 -15.958664,45.164674 -36.310445))	POLYGON((40.503863 -28.427184,40.53778 -28.386838,40.4264 -24.094525,41.585781 -22.994756,45.941497 -23.752217,47.982875 -23.058627,52.145143 -15.463184,56.532512 -15.423353,55.02167 -21.374132,57.99096 -24.771252,60.923291 -23.816793,60.765239 -20.852231,63.60611 -20.847123,65.165413 -22.600378,67.616426 -22.651709,67.198657 -20.124459,63.408679 -17.971264,67.634331 -16.415555,70.594648 -18.22506,77.23495 -17.977884,73.932175 -21.568212,78.303525 -24.353461,73.43681 -27.603041,75.025877 -32.931756,68.434675 -35.115365,63.155993 -33.51589,59.733929 -29.672385,52.860073 -26.913653,45.951408 -29.538442,43.584714 -28.225117,40.503863 -28.427184))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T01:57:37	POINT(-824.651 -260.291)	POLYGON((-837.9 -279.3,-809.7 -279.3,-809.7 -239.1,-837.9 -239.1,-837.9 -279.3))	POLYGON((-837.9 -267.9,-837.3 -267.3,-814.5 -240.3,-822.3 -279.3,-837.9 -267.9))	POINT(-62.019484 -17.17995)	POLYGON((-64.500941 -18.204657,-60.810442 -18.40691,-59.514617 -16.028195,-63.017251 -15.837936,-64.500941 -18.204657))	POLYGON((-64.04685 -17.532399,-63.941891 -17.50159,-60.120908 -16.068417,-62.405573 -18.320353,-64.04685 -17.532399))	SPoCAR_v1.0_AR_0000004085							null	null	null	null	null		null	null
AR	2012-01-07T01:57:37	POINT(-405.62 276.772)	POLYGON((-485.7 233.7,-332.1 233.7,-332.1 328.5,-485.7 328.5,-485.7 233.7))	POLYGON((-485.7 291.3,-485.1 291.9,-408.3 328.5,-380.7 297.3,-346.5 313.5,-338.1 233.7,-371.1 278.7,-395.1 268.5,-407.1 233.7,-460.5 244.5,-485.7 291.3))	POINT(-25.170808 13.126375)	POLYGON((-30.31683 10.670856,-20.163882 10.387653,-20.678328 16.195884,-31.160664 16.499649,-30.31683 10.670856))	POLYGON((-30.777655 14.188863,-30.740834 14.224438,-25.75403 16.32872,-23.656656 14.342305,-21.517644 15.286278,-20.545306 10.396346,-22.903707 13.183222,-24.418975 12.601329,-25.010509 10.509569,-28.655028 11.26947,-30.777655 14.188863))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-07T05:57:37	POINT(-810.031 -250.739)	POLYGON((-828.9 -285.3,-791.7 -285.3,-791.7 -224.7,-828.9 -224.7,-828.9 -285.3))	POLYGON((-828.9 -234.3,-828.3 -233.7,-811.5 -224.7,-792.3 -236.1,-795.9 -280.5,-809.7 -282.3,-828.9 -234.3))	POINT(-59.907333 -16.722636)	POLYGON((-63.518769 -18.635886,-58.861616 -18.88863,-57.082005 -15.296608,-61.424249 -15.064022,-63.518769 -18.635886))	POLYGON((-61.712641 -15.628127,-61.618856 -15.596986,-59.326419 -15.177735,-57.443501 -15.966194,-59.192288 -18.57665,-60.923934 -18.594052,-61.712641 -15.628127))	SPoCAR_v1.0_AR_0000004085							null	null	null	null	null		null	null
AR	2012-01-07T05:57:37	POINT(758.084 -382.578)	POLYGON((584.7 -529.5,909.9 -529.5,909.9 -239.7,584.7 -239.7,584.7 -529.5))	POLYGON((584.7 -364.5,585.3 -363.9,691.5 -338.7,746.1 -253.5,783.9 -239.7,792.9 -252.9,769.5 -358.5,792.3 -377.1,813.9 -311.7,839.7 -337.5,846.9 -278.7,883.5 -263.7,909.3 -285.9,908.1 -306.3,882.3 -335.1,874.5 -393.9,797.7 -516.9,758.1 -529.5,746.7 -518.1,748.5 -456.3,712.5 -421.5,635.7 -435.9,613.5 -416.7,590.7 -437.1,584.7 -364.5))	POINT(58.812281 -24.973219)	POLYGON((47.110166 -35.313474,88.19822 -30.148849,74.915149 -15.191048,38.668672 -17.046573,47.110166 -35.313474))	POLYGON((41.10375 -24.649493,41.139359 -24.610162,49.996076 -22.640202,53.015671 -17.246824,56.613569 -16.22735,57.979172 -16.956576,59.08292 -23.430774,62.905014 -24.404984,62.62167 -20.313965,67.614839 -21.641401,65.762414 -18.105149,70.954694 -16.887535,78.059013 -17.821466,79.672654 -18.982137,75.480975 -21.029867,79.894206 -24.492627,76.640954 -32.883611,69.720534 -34.163697,66.504927 -33.549702,61.759069 -29.614873,55.360774 -27.658072,47.965313 -28.950272,45.160745 -27.821505,43.769887 -29.210819,41.10375 -24.649493))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T05:57:37	POINT(-375.139 277.732)	POLYGON((-451.5 234.9,-294.3 234.9,-294.3 329.7,-451.5 329.7,-451.5 234.9))	POLYGON((-451.5 295.5,-450.9 296.1,-371.1 329.7,-348.9 284.1,-304.5 294.3,-302.7 234.9,-335.7 282.3,-356.7 276.3,-377.7 242.1,-429.9 246.9,-451.5 295.5))	POINT(-23.160715 13.113782)	POLYGON((-27.980214 10.652412,-17.785669 10.391713,-18.234915 16.198886,-28.744601 16.478125,-27.980214 10.652412))	POLYGON((-28.423398 14.353757,-28.387125 14.389475,-23.257676 16.317653,-21.488181 13.460836,-18.689528 14.022015,-18.311961 10.402452,-20.62496 13.330192,-21.949272 12.995591,-23.128983 10.949223,-26.598802 11.335607,-28.423398 14.353757))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-07T05:57:37	POINT(561.807 384.345)	POLYGON((521.1 346.5,626.1 346.5,626.1 423.3,521.1 423.3,521.1 346.5))	POLYGON((521.1 397.5,521.7 398.1,530.1 422.7,559.5 418.5,596.1 369.9,625.5 370.5,617.7 355.5,562.5 346.5,555.3 372.3,521.1 397.5))	POINT(37.728018 20.24796)	POLYGON((33.97673 17.708876,42.302149 18.051891,44.068399 23.036391,35.240267 22.656616,33.97673 17.708876))	POLYGON((34.76508 20.971636,34.821884 21.012327,35.940223 22.645111,38.224767 22.465257,40.242121 19.435932,42.733861 19.584453,41.765382 18.593409,37.139661 17.831742,36.996633 19.452336,34.76508 20.971636))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-07T05:57:37	POINT(-608.052 -316.383)	POLYGON((-639.3 -353.7,-579.9 -353.7,-579.9 -291.9,-639.3 -291.9,-639.3 -353.7))	POLYGON((-639.3 -320.1,-638.7 -319.5,-633.3 -300.3,-599.7 -292.5,-582.9 -352.5,-639.3 -320.1))	POINT(-41.938192 -21.605859)	POLYGON((-45.568575 -23.781733,-40.43917 -23.995157,-39.150887 -20.207018,-44.05278 -20.006907,-45.568575 -23.781733))	POLYGON((-44.695258 -21.720379,-44.628349 -21.686027,-43.721206 -20.537817,-40.757786 -20.18044,-40.66056 -23.910936,-44.695258 -21.720379))	SPoCAR_v1.0_AR_0000004068							null	null	null	null	null		null	null
AR	2012-01-07T09:57:37	POINT(-574.825 -321.689)	POLYGON((-611.7 -356.1,-539.7 -356.1,-539.7 -294.3,-611.7 -294.3,-611.7 -356.1))	POLYGON((-611.7 -319.5,-611.1 -318.9,-599.1 -295.5,-570.9 -295.5,-541.5 -346.5,-557.7 -356.1,-611.7 -319.5))	POINT(-39.324563 -22.053709)	POLYGON((-43.203081 -24.047568,-37.22544 -24.28387,-36.055967 -20.485564,-41.78362 -20.263476,-43.203081 -24.047568))	POLYGON((-42.318399 -21.797407,-42.254499 -21.762839,-40.771727 -20.378491,-38.506235 -20.467735,-37.166696 -23.683126,-38.675005 -24.229307,-42.318399 -21.797407))	SPoCAR_v1.0_AR_0000004068							null	null	null	null	null		null	null
AR	2012-01-07T09:57:37	POINT(-331.777 280.66)	POLYGON((-416.7 243.3,-233.1 243.3,-233.1 358.5,-416.7 358.5,-416.7 243.3))	POLYGON((-416.7 293.7,-416.1 294.3,-387.3 285.9,-368.1 301.5,-369.3 325.5,-402.3 344.7,-393.3 358.5,-366.9 329.1,-336.9 333.9,-320.7 287.7,-272.7 301.5,-235.5 276.3,-266.1 246.9,-309.9 278.7,-341.1 245.1,-378.3 254.1,-402.9 243.3,-416.7 293.7))	POINT(-20.362186 13.206583)	POLYGON((-25.695398 11.075052,-14.019511 10.812673,-14.484505 17.9114,-26.615793 18.197869,-25.695398 11.075052))	POLYGON((-26.031684 14.154043,-25.995793 14.189832,-24.012144 13.618909,-22.850227 14.545587,-23.103132 16.035682,-25.488391 17.298363,-25.005753 18.150651,-22.971428 16.25591,-21.026654 16.505731,-19.689041 13.62186,-16.705552 14.40669,-14.273974 12.819727,-16.069153 11.065527,-18.95322 13.055292,-20.783836 11.055473,-23.229351 11.66107,-24.782647 11.049269,-26.031684 14.154043))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-07T09:57:37	POINT(610.065 372.162)	POLYGON((548.1 300.9,677.7 300.9,677.7 440.1,548.1 440.1,548.1 300.9))	POLYGON((548.1 394.5,548.7 395.1,553.5 421.5,585.9 440.1,600.9 414.3,665.1 391.5,677.7 372.3,662.1 351.9,615.3 344.7,608.7 301.5,567.3 310.5,582.3 359.7,548.1 394.5))	POINT(41.448531 19.61853)	POLYGON((35.414374 14.916231,45.926824 15.372293,49.549946 24.393298,37.764365 23.841858,35.414374 14.916231))	POLYGON((36.820433 20.845566,36.879248 20.886403,37.79417 22.627838,40.95386 23.979365,41.603676 22.325554,46.791334 21.101368,47.470586 19.910813,45.547827 18.52851,41.358353 17.883387,40.12064 15.145388,36.992383 15.570734,38.9244 18.720911,36.820433 20.845566))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-07T09:57:37	POINT(771.093 -374.149)	POLYGON((608.7 -511.5,911.7 -511.5,911.7 -224.1,608.7 -224.1,608.7 -511.5))	POLYGON((608.7 -416.7,609.3 -416.1,626.1 -356.1,713.1 -342.9,747.9 -311.7,783.9 -226.5,819.9 -225.3,815.7 -320.1,840.3 -311.7,852.9 -332.7,863.7 -278.7,882.9 -261.3,894.3 -298.5,911.7 -295.5,879.9 -390.3,804.9 -509.1,782.7 -495.9,767.7 -510.9,755.1 -433.5,732.3 -413.7,689.7 -428.1,669.9 -456.9,647.7 -422.1,614.7 -438.3,608.7 -416.7))	POINT(60.009434 -24.382863)	POLYGON((48.664258 -34.008485,88.260645 -29.248177,74.446959 -14.280391,40.328653 -16.054467,48.664258 -34.008485))	POLYGON((44.727335 -27.853552,44.762188 -27.813153,44.463594 -23.994028,52.278628 -22.805862,54.865981 -20.733791,56.281891 -15.457352,60.344403 -15.168483,63.238962 -20.810142,66.327974 -20.114977,69.5079 -21.239103,68.337386 -17.965049,70.72983 -16.760785,75.307806 -18.769818,79.686132 -18.317208,81.210324 -24.184494,77.291596 -32.310248,70.544398 -31.800894,69.396599 -32.896427,61.191589 -28.149736,57.265778 -27.065429,53.167236 -28.208083,52.391566 -30.142392,48.60958 -28.032437,46.047782 -29.205722,44.727335 -27.853552))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T13:57:37	POINT(-327.739 288.473)	POLYGON((-368.7 246.3,-292.5 246.3,-292.5 358.5,-368.7 358.5,-368.7 246.3))	POLYGON((-368.7 352.5,-368.1 353.1,-331.5 332.7,-300.9 335.7,-300.3 251.1,-365.1 249.3,-354.9 326.7,-368.7 352.5))	POINT(-20.14363 13.662271)	POLYGON((-22.56355 11.15462,-17.712945 11.04338,-18.299295 17.966537,-23.335007 18.087721,-22.56355 11.15462))	POLYGON((-23.282021 17.709138,-23.246949 17.745873,-20.662628 16.40512,-18.693885 16.547251,-18.221555 11.344272,-22.345591 11.330592,-22.156662 16.068775,-23.282021 17.709138))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-07T13:57:37	POINT(-227.019 279.502)	POLYGON((-255.9 248.1,-194.1 248.1,-194.1 311.7,-255.9 311.7,-255.9 248.1))	POLYGON((-255.9 275.7,-255.3 276.3,-242.7 311.7,-197.1 300.9,-228.9 248.1,-255.9 275.7))	POINT(-13.759074 12.988948)	POLYGON((-15.439708 11.109016,-11.64664 11.049811,-11.83424 14.93696,-15.692562 14.998722,-15.439708 11.109016))	POLYGON((-15.538733 12.787064,-15.503652 12.823034,-14.86257 14.984005,-11.982935 14.273572,-13.774656 11.081023,-15.538733 12.787064))	SPoCAR_v1.0_AR_0000004089							null	null	null	null	null		null	null
AR	2012-01-07T13:57:37	POINT(-550.423 -315.904)	POLYGON((-581.7 -354.3,-516.3 -354.3,-516.3 -287.7,-581.7 -287.7,-581.7 -354.3))	POLYGON((-581.7 -312.9,-581.1 -312.3,-578.1 -290.1,-546.3 -289.5,-517.5 -348.3,-531.3 -354.3,-581.7 -312.9))	POINT(-37.273404 -21.788193)	POLYGON((-40.614289 -24.054564,-35.347876 -24.253921,-34.182599 -20.162506,-39.226775 -19.975411,-40.614289 -24.054564))	POLYGON((-39.707233 -21.508531,-39.646678 -21.473805,-38.983736 -20.132161,-36.487357 -20.190185,-35.322773 -23.878042,-36.525414 -24.211432,-39.707233 -21.508531))	SPoCAR_v1.0_AR_0000004068							null	null	null	null	null		null	null
AR	2012-01-07T13:57:37	POINT(642.571 379.463)	POLYGON((576.9 300.3,711.3 300.3,711.3 449.7,576.9 449.7,576.9 300.3))	POLYGON((576.9 423.9,577.5 424.5,585.3 446.1,610.5 450.9,627.3 406.5,668.7 402.3,707.7 375.9,702.9 348.3,650.7 348.9,623.7 300.9,612.3 377.7,576.9 423.9))	POINT(44.421716 20.205843)	POLYGON((37.596766 14.951412,48.988684 15.473607,53.543295 25.227901,40.421884 24.574581,37.596766 14.951412))	POLYGON((39.781513 22.854478,39.846106 22.896357,41.05437 24.365169,43.430837 24.791377,43.721442 21.905376,47.42951 21.814332,50.490601 20.281178,49.265882 18.473881,44.464842 18.275725,41.324877 15.147109,41.748289 19.970111,39.781513 22.854478))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-07T13:57:37	POINT(782.524 -376.144)	POLYGON((612.3 -512.7,900.3 -512.7,900.3 -232.5,612.3 -232.5,612.3 -512.7))	POLYGON((612.3 -360.9,612.9 -360.3,688.5 -357.9,759.9 -323.1,801.9 -236.7,831.3 -232.5,845.7 -250.5,842.1 -308.7,863.1 -311.7,876.9 -276.9,895.5 -273.3,887.7 -389.1,815.7 -502.5,773.7 -503.7,782.1 -451.5,756.3 -410.1,719.7 -435.9,687.9 -437.1,661.5 -412.5,635.1 -439.5,640.5 -390.3,612.3 -360.9))	POINT(61.570465 -24.435076)	POLYGON((49.111279 -34.083571,88.207481 -29.612236,72.539108 -14.909178,40.745039 -16.558034,49.111279 -34.083571))	POLYGON((43.387618 -24.35609,43.423905 -24.316707,50.325798 -23.854747,56.569767 -21.364703,58.553854 -15.963741,61.969775 -15.523104,64.479911 -16.473118,66.45526 -19.929605,70.006102 -19.909195,70.477957 -17.736016,73.844384 -17.313917,84.363378 -23.915345,79.293079 -31.739995,69.724308 -32.389175,66.320691 -29.062843,60.007111 -26.698518,56.932007 -28.54105,53.397736 -28.797629,49.609117 -27.375707,48.065169 -29.207626,46.798614 -26.075516,43.387618 -24.35609))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T17:57:37	POINT(658.099 383.361)	POLYGON((603.3 336.3,712.5 336.3,712.5 450.9,603.3 450.9,603.3 336.3))	POLYGON((603.3 419.1,603.9 419.7,630.3 451.5,657.3 403.5,689.1 403.5,711.9 343.5,650.7 341.7,603.3 419.1))	POINT(45.918041 20.513519)	POLYGON((40.2166 17.280205,49.899546 17.742862,53.726412 25.306933,42.77408 24.747513,40.2166 17.280205))	POLYGON((41.919533 22.624235,41.986726 22.666276,45.276459 24.906638,46.37873 21.827205,49.455737 21.982802,50.019638 18.199775,44.313619 17.804215,41.919533 22.624235))	SPoCAR_v1.0_AR_0000004083							null	null	null	null	null		null	null
AR	2012-01-07T17:57:37	POINT(-520.811 -309.082)	POLYGON((-549.3 -347.7,-489.3 -347.7,-489.3 -281.7,-549.3 -281.7,-549.3 -347.7))	POLYGON((-549.3 -308.7,-548.7 -308.1,-543.9 -287.7,-512.7 -281.7,-490.5 -347.7,-549.3 -308.7))	POINT(-34.869511 -21.469196)	POLYGON((-37.824036 -23.763496,-33.151274 -23.931223,-32.10358 -19.881425,-36.594229 -19.723359,-37.824036 -23.763496))	POLYGON((-37.057346 -21.365702,-36.999682 -21.330813,-36.277429 -20.102589,-33.828033 -19.8229,-33.242347 -23.928143,-37.057346 -21.365702))	SPoCAR_v1.0_AR_0000004068							null	null	null	null	null		null	null
AR	2012-01-07T17:57:37	POINT(-273.322 292.498)	POLYGON((-351.3 246.9,-164.7 246.9,-164.7 379.5,-351.3 379.5,-351.3 246.9))	POLYGON((-351.3 342.9,-350.7 343.5,-345.3 379.5,-314.1 366.9,-302.7 339.9,-272.7 332.1,-247.5 275.7,-189.3 302.1,-164.7 281.1,-183.9 251.1,-244.5 268.5,-270.3 248.7,-332.7 248.7,-324.9 288.3,-351.3 342.9))	POINT(-16.700197 13.818423)	POLYGON((-21.443115 11.145851,-9.859194 10.936893,-10.253025 19.141334,-22.352211 19.372933,-21.443115 11.145851))	POLYGON((-22.039603 17.058358,-22.004538 17.09498,-21.948647 19.362545,-19.769964 18.511381,-18.83545 16.794963,-16.860514 16.267704,-15.014666 12.760076,-11.504624 14.322834,-9.936624 13.015868,-11.032633 11.205226,-14.80223 12.317773,-16.334566 11.144006,-20.261571 11.226584,-19.958794 13.630175,-22.039603 17.058358))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-07T17:57:37	POINT(793.591 -373.256)	POLYGON((636.9 -530.7,909.3 -530.7,909.3 -228.3,636.9 -228.3,636.9 -530.7))	POLYGON((636.9 -363.9,637.5 -363.3,753.9 -340.5,781.5 -310.5,784.5 -275.1,848.7 -229.5,874.5 -293.7,902.7 -264.9,887.1 -390.3,796.5 -527.1,776.7 -519.9,793.5 -466.5,787.5 -422.7,762.9 -417.3,707.1 -461.1,686.1 -423.9,655.5 -439.5,662.1 -390.9,636.9 -363.9))	POINT(62.895848 -24.187549)	POLYGON((52.835856 -35.17086,88.146389 -30.218926,74.163754 -14.562081,42.67743 -16.237972,52.835856 -35.17086))	POLYGON((45.660361 -24.460581,45.697268 -24.421034,56.551809 -22.462245,58.580357 -20.487003,57.716281 -18.354468,64.162892 -15.226931,70.986945 -18.744788,74.874777 -16.742816,84.336213 -23.99648,78.141494 -33.518733,72.234041 -33.369201,69.543357 -29.885323,65.03335 -27.250311,61.269386 -27.107015,56.83474 -30.222911,52.610695 -27.98449,50.109586 -29.125522,48.880521 -26.031595,45.660361 -24.460581))	SPoCAR_v1.0_AR_0000004075							null	null	null	null	null		null	null
AR	2012-01-07T17:57:37	POINT(-489.375 358.574)	POLYGON((-518.1 339.9,-456.3 339.9,-456.3 386.1,-518.1 386.1,-518.1 339.9))	POLYGON((-518.1 363.9,-517.5 364.5,-461.7 384.3,-456.3 363.9,-477.3 339.9,-509.7 341.1,-518.1 363.9))	POINT(-31.78173 18.34112)	POLYGON((-33.65526 17.238269,-29.181751 17.08022,-29.741343 20.014471,-34.331575 20.180588,-33.65526 17.238269))	POLYGON((-33.988275 18.758445,-33.951882 18.794957,-30.108332 19.912215,-29.457463 18.596431,-30.67653 17.130789,-33.048642 17.290679,-33.988275 18.758445))	SPoCAR_v1.0_AR_0000004091							null	null	null	null	null		null	null
